ID	ENGLISH	POS GLOSS
14449	spread (v.)	1. samh. 2. phah 3. nalh. 4. karhter.
14450	spreader (n.)	karhtertu.
14451	spree (n.)	1. a nuam hgaimi puai. 2. zurit i tlabual i um.
14452	sprig (n.)	thingnge , nge , te
14453	sprightly (adj.)	a piang ngaimi , a cawlcang ngaimi
14454	spring (n.)	1. i koih khawhnak thazang a ngeimi thil; e.g. Motor spring = Mawttawka spring. 2. khuasik aa lawh i thal a hung chuahka, February thla hrawng khi. 3. cerhtiput.
14455	spring (v.)	1. hlawh, peh; e.g. The dog springs at the thief = Uico nih mifir kha a hlawh hnawh. e.g. The boy sprang to his feet = Ngakchia cu a ke in duak tiah a hung dir. 2. rap phelh; e.g. To spring a trap = Rap phelh. 3. bomb hmanhmi puahter/phelh; e.g. To spring a mine = Mine bomb hmanhmi phelh i puahter. 4. kheuh; e.g. Plants spring from seeds = Thingkung/ramkung cu an ci in an kheu.
14456	springboard (n.)	i hlawhnak ca i an chiahmi phelpheng , cunglei i mi a hun vawr khomi
14457	springbok (n.)	South Africa ram i a ummi sazuk phn khat.
14458	springkling (n.)	titheh
14459	springtide (n.)	thlapa lai caan i tilet a sangmi.
14460	springtime (n.)	tthal chuahka caan
14461	sprinkle (v.)	ti theh
14462	sprinkle (n.)	ruah tlawmte a surmi, a theh menmen a simi.
14463	sprinkler (n.)	ti a thehtu.
14464	sprinkling (n.)	1. titheh. 2. tlawmte; e.g. There was a sprinkling of young people in the congregation = Aa pummi chungah mino cu tlawmte lawng an si.
14465	sprint (n.)	khulrang nagiin tawite lawng tlik
14466	sprit (n.)	tilawng puanzar zarnak fung
14467	sprite (n.)	lasi , khuachia
14468	spritsail (n.)	fung in zarmi tilawng puanzar
14469	sprocket (n.)	leng kekual i a ha
14470	sprout (v.)	keuh , thlaici keuh
14471	sprout (n.)	thlaici keuh tete , belhkeuh tete
14472	spruce (n.)	farthing phun khat
14473	sprung (v.)	past tense of spring, hlawh, peh.
14474	spry (adj.)	a khul a rangmi; e.g. A rat is a spry animal = Zu cu a khul a rangmi saram a si.
14475	spud (n.)	1. ram hram kalhnak tuhmui, thulh. 2. alu.
14476	spume (n.)	ti buanbara buanbara.
14477	spun (v.)	past tense and past participle of spin, mer.
14478	spunk (n.)	raltthatnak.
14479	spunky (adj.)	miralttha
14480	spur (n.)	1. rang cittu nih a kedil i rang hnawhnak caah thir zum aa khihmi. 2. arhlikhong fek. 3. tlang in a zuangmi fing.
14481	spur (v.)	1. hnawhchih; e.g. It is foolish to spur on a willing horse = Nawl a ngai komi rang hnawhchih len cu hruh a si. 2. khlrang in tlik; e.g. The rider spurred on to his destination = A cittu nih khan a dongh tiangin a tlikter thluahmah.
14482	spurious (adj.)	a hmaan lomi , a taktak a si lomi
14483	spurn (v.)	1. chuih; e.g. The king spurned the slave = Siangpahrang nih a sal kha a chih. 2. duh lo, zei i rel lo; e.g. The judge spurned the bribe = Ziknawh kha biaceihtu bawi nih a duh lo, zeihmanh ah a rel lo.
14484	spurt (n.)	ti khulrang ngaiin a cik in aa cik khi
14485	sputter (v.)	sathau uhkang chung i kan linh i a tlawh khi, fiang hrathrai lo i khulrang ngai i chim len.
14486	sputum (n.)	cil, khak.
14487	spy (n.)	mingiatu , sungtthoh
14488	spy (v.)	ngiat
14489	spy glass (n.)	mingiatnak hmanbilu hmete.
14490	squab (n.)	laileng fanote.
14491	squabble (v.)	hnachet ngaiin bia i al len , i hauh len
14492	squad (n.)	bu , rianttuan awk ca i an thimmi ralkapbu hmete
14493	squadron (n.)	vanlawng bu khat
14494	squalid (adj.)	a thur a hnawmmi
14495	squall (v.)	fak piin ai fak piin tah.
14496	squall (n.)	thlitu, ruah le hawhra i cawh in dut ti i a hung um khi.
14497	squally (adj.)	thlitu, ruah le hawhra cawh in a hung ummi.
14498	squalor (n.)	hnawm, a nuam lomi hmun.
14499	squander (v.)	pakpalawng i hman , sawksam
14500	square (n.)	1. tungvanghalh a simi thil. 2. kil li ngei a simi thil pungsan suainak i hmanmi pedan. 3. khua chung hmun pakhatkhat, a chung i thingkung le ram te nha an cin i lam nih a kam li in a kulhmi. 4. damah le amah karh tik i a chuakmi; e.g. Sixteen is the square of four - Hleiruk cu pali le pali karh i a chuakmi a si; The square of seven is forty nine = Pasarih a square cu sawm li le pakua a si.
14501	square (adj.)	a hmaanmi, a dikmi; e.g. You will get a square deal at his shop = Anih dawr ah khin cun thil man a hmaan a za in na hmuh lai.
14502	square (v.)	1. tangka hmanmi i fianh i i pek; Let us square our accounts = Kan tangka hmanning kha i fianh u sih law i pe u sih. 2.chimning in tuah; e.g. His acts do not square with his promises = A biakammi le a tuahmi an i kaih lo.
14503	square dance (n.)	a khuah a khuah in lam.
14504	squash (n.)	1. lente celhnak phun khat, tennis bantuk. 2. mai phun khat.
14505	squash (v.)	kek lakin nenh, den.
14506	squashy (adj.)	keh a fawimi thil, a nem a cinmi hmun; e.g. A squashy place = A cin i a vawlei a nemmi hmun.
14507	squat (v.)	1. kedil le kedil tonter in thut, thutbual in thut. 2. mah ram le hmun a si lomi i inn va sak va um 3. zapi ram i va um.
14508	squatter (n.)	1. mah ram le hmun a si lomi hmun i khua a sami. 2. zapi ram le hmun a simi i a ummi.
14509	squatty (adj.)	a tawi a chahmi.
14510	squaw (n.)	American Indian nu.
14511	squawk (v.)	ar an lau i an awnh khi, khi bantukin au khuan len.
14512	squeak (v.)	zu an awnh an cik khi , cawleng ke si an thuh lo i a awnh khi
14513	squeaky (adj.)	a cikmi
14514	squeal (v.)	vok ngek , vok ngek bantukin ngek
14515	squeeze (v.)	1. hmeh; e.g. Don't squeeze the kitten = Chizawh fa ha hmet hlah. 2. a hang sur; e.g. She squeezed oranges = Theithu kha an hang a sur hna. 3. tlum na lo i benhchih; e.g. I can't squeeze another thing into my box = Ka kuang chungah zeihmanh ka benhchih kho ti lo.
14516	squeezer (n.)	theithu hang surnak.
14517	squelch (v.)	nawncek lak i kan kal i kan ke kan phawi i a awnh thawng khi; e.g. The water squelched in my shoes = Ka kedan chungah ti an awn cukmak.
14518	squint (adj.)	a caimi mit , mitcai
14519	squire (n.)	1. England ram ah, khuate bawi, ram a ngei bikmi. 2. America ah khuate biaceihtu bawi.
14520	squirm (v.)	ngakchia saupi an tthut i an tthut duh ti lo i an i ngerhnguai len khi; rul fung in kan tuk i aa ngerh cukmak khi.
14521	squirrel (n.)	thiahlei
14522	squirt (v.)	tizik chung in ti zikter; e.g. Water squirts through a pipe = Peng chung in ti aa zik. St. Vitus's
14523	dance (n., prop.)	thahri zawtnak, thahri amah cawl tein a cawlter lengmangmi khi.
14524	stab (v.)	nam in chunh
14525	stab (n.)	nam in chunhmi hma
14526	stability (n.)	fek tein umnak , fehnak
14527	stabilization (n.)	fehternak
14528	stabilize (v.)	fehter
14529	stabilizer (n.)	1. fehtertu. 2. tilawng i lei hlah seh ti i a kap i an benhmi thil.
14530	stable (adj.)	a fekmi thil , a fekmi minung
14531	stable (n.)	sattil chiahnak inn
14532	stack (n.)	1. pon; e.g. A stack of straw = Capawl pon khat. 2. on; e.g. A stack of firewood = Thing on khat.
14533	stack (v.)	pon, on; e.g. We stack firewood = Thing kan on/pon.
14534	stadium (n.)	lentecelhnak hmun nganpi , inn zong a ngei i zohnak i tthutdan a dotdot in an chiahmi
14535	staff (n.)	1. fung, tthiangtthunh, tung; e.g. The flag hangs on the staff = Tung ah alan an thlai. 2. hlasaknak aw tanbo. 3. raltuknak cawnnak sianginn saya pawl. 4. chimtu saya pawl. 5. rianttuantu pawl.
14536	stag (n.)	nengpi
14537	stage (n.)	1. sang deuh in hun donhmi tuang. 2. thil biapi pakhatkhat a cannak hmun; e.g. Waterloo was the stage of a famous battle = Waterloo cu raltuknak minthang pakhat a rak cannak hmun a si. 3. hmailei kalnaki a dot a dot in a ummi khi; e.g. First stage = dot hmasa bik.
14538	stage (v.)	zapi nih hmuh dingin tuah; e.g. They staged a demonstration = Sandah an piah.
14539	stagecoach (n.)	khualtlawnnak ca i an rak hmanmi rangleng
14540	stagger (v.)	1. zurit i lam i hawl lengmang i kal. 2. fek lo i um. 3. i cawngor i um. 4. lau; e.g. I was staggered to hear that he was dead = A thi ti ka theih ah ka lau ngai.
14541	stagnant (adj.)	luang lo i aa dilmi; e.g. Stagnant water = A luanglomi ti.
14542	stagnate (v.)	luang lo i um hman awk i santlaih ti lo
14543	stagnation (n.)	luang lo i umnak
14544	staid (adj.)	dai tein a ummi pawl
14545	stain (n.)	1. neh; e.g. He has ink stains on his shirt = A angki ah cahang nehmi an um. 2. buahneh; e.g. His character is without stain = A ziaza zeihmanh aa buahneh lo. 3. hnawm nih a sehmi.
14546	stain (v.)	hnawm nih a seh; e.g. The table cloth is stained with ink = Cabuai khuh puan cu cahang nih a seh.
14547	stainless (adj.)	hnawm nih a seh khawh lomi
14548	stair (n.)	1. kainak hlei i lamhbak. 2. kainak hlei.
14549	staircase (n.)	tlaihtleng a ngeimi kainak hlei
14550	stairway (n.)	kainak hlei a lam.
14551	stake (n.)	1. haukulhnak ca i zummi tung/hruang. 2. cu bantuk tung zum ah cun misual thah ding hna kha an rak hren tawn hna caah cu bantuk dantatnak cu the stake ti a si; He was condemned to the stake = Thah awkin a bia ceih a si. 3. phekah/rang tlik zuamnak i phekahnak i thapmi phaisa; e.g. The men played for high stakes = Phaisa tampi an thap. 4. sungh zong sungh khawh miak zong miak khawh; e.g. He has much at stake = Tampi zong a miak khawh tampi zong a sung kho. 5. an thapmi chungin miak an hmuhmi; e.g. The stakes were divided up among the winners = A teitu pawl nih khan a miak cu an i phaw. 6 thil ttha hmuh khawh ding cio maw sungh khawh ding cio maw a ummi; e.g. Each of us has a stake in the future of our country = Kan ram limailei umtuning dingah hin kan sungh khawhmi maw kan miak khawhmi maw a um cio.
14552	stake (v.)	1. hautung in ramri kulh. 2. phaisa thap; e.g. He staked all his money on the black horse = Rang nak ah khan phaisa a thap dih.
14553	stalactite (n.)	thung umnak vawlei i tung bantukin thung lung a hung ummi hna khi
14554	stalagmite (n.)	thung umnak kun a ttuang i thung a khalmi
14555	stale (adj.)	a uihmi, a hlunmi; e.g. Stale food = A uihmi rawl, stale bread = a hlunmi changreu.
14556	stalemate (n.)	i remh kho lo, bia i chat kho lo i um khi.
14557	stalk (n.)	fangvoi kung.
14558	stalk (v.)	sapel; e.g. Hunters stalk deer = Ramvai nih sakhi an pel hna.
14559	stalking-horse - (n.) sapelnak rang.
14560	stall (n.)	1. sattil hren/riahnak inn. 2. dawr hmete, lakphak dawr. 3. biakinn chung hlasa pawl tthutnak. 4. piahzat/baisikup zoh i hmaisuang tthutnak.
14561	stall (v.)	aa ngol, a cawlcang lo; e.g. The engine of his car stalled = A mawttawcar enzin a thi.
14562	stallion (n.)	ci thlahtu an chiahmi rangtum
14563	stalwart (adj.)	fek tein sakmi, a thawngmi; a fekmi.
14564	stalwart (n.)	mitthawng, miralttha.
14565	stamen (n.)	pangpar a mawimang a kengtu bawm
14566	stamina (n.)	thazang , in khawhnak
14567	stammer (v.)	holh aa holh i holh
14568	stammer (n.)	miholhaa
14569	stamp (n.)	milubenh , tazeih , zung tazeih
14570	stamp (v.)	1. lamh; e.g. Jack stamped on the spider = Jack nih sawmpalak kha a lahm. 2. hmelchunhnak khenh; e.g. She stamped the paper with the office stamp = Ca kha zung tazeih in a khenh.
14571	stampede (v.)	lukhawlo in zam/choi luhmalh.
14572	stampede (n.)	lukhawlo i zam lulhnak.
14573	stance (n.)	golf a tumipa nih a vun tuk i dirnak hmun khi.
14574	stanch (v.)	thi chuakmi phih.
14575	stanch (adj.)	a fekmi, a tthawngmi, staunch ti zongin ttial a si.
14576	stand (v.)	1. dir. 2. a tung in chiah; e.g. Please stand the box here = Hika ah hin thingkuang kha a tung in chia. 3. hmunkhat i umpeng; e.g. The old house stands (has stood) here for 100 years = Inn hlun hi hika ah hin kum za khat a dir cang. 4. cawnak i kir hmun; e.g. He stood first in his class = Amah tang chungah pakhatnak a si. 5. in, tuar; e.g. Many plants cannot stand the cold = Ramkung tampi nih cun khuasik an ing kho lo; thlen lo; e.g. I cannot stand the smell = Cu rim cu ka ing kho lo. 6. dir; e.g. The thermometer stands at 92* F. = Kihlum tahnak cu 92* F. dikiri 92* ah a dir. 7. tun; e.g. Stand the ladder against the wall = Vampang ah khan arhlei kha hei tung. Let the words
14577	stand (n.)	1. dirnak hmun; e.g. The policeman took his stand at the corner of the street = Palik cu lam kil ah a dir. 2. tannak dir hmun. 3. baska/mawttawka a bu in an dirnak hmun. 4. pumpululh chuih zohtu mi zapi an umnak hmun. 5. thil chiahnak/bahnak; e.g. Your umbrella must be left in the stand in the hall = Na nithawng kha a khan chung thil chiahnak ah khan na chiahta lai. 6. hngatchan; e.g. The blackboard stands on its stand = Phalung cu aa hngatchan hnguah khan a dir. 7. chiahnak e.g. Inkstand = Cahang dur chiahnak. 8. thil tlawm tete zuarnak i an chiahmi; e.g. Newsstand = tadinca zuarnak hrawl. 9. biaceihnak zung i tehte tthutnak; sullam dangdang.
14578	standard (n.)	1. alan. 2. thil pahat le pakhat le pakhat tahchunh tik i an i tluknak le an i dannak khiahnak ca i hmanmi. 3. catang; e.g. He is in the first standard = Tang khat a cawng.
14579	standard time (n.)	ram khat chung i mi vialte nih hman awk i khiahmi caan.
14580	standardization (n.)	cuticun siseh ti ning i si dingin sernak
14581	standardize (v.)	cuticun siseh timi ning in an hmetngan , an tlawmtam , an pumrua le an tthatchiat kha aa tluk dingin ser
14582	standing (n.)	1. thangtthatnak; e.g. He is a man of good standing = Mi thangttha a si. 2. caan saupi a rak um cangmi; e.g. It is a feud of long standing between two families = An chung hnih karlak ah caan saupi a rak um cangmi i huatnak a um.
14583	standing-orders - (n.) zulh liomi nawlbia.
14584	standoff (n.)	lamhlat in um tak.
14585	standpoint (n.)	hmuhning.
14586	stank (v.)	past tense of stink, a thu a nam.
14587	stanza (n.)	hla cang
14588	staple (n.)	1. ca hrenhnak thim kuai. 2. innka/thingkuang hrenhna i tawh vun thlaihnak thir kuai khi, khi thirkuai a vun kilhtu khi hasp a si. 3. hmun khatkhat i an cinmi thil lak i a biapi bik a simi; e.g. Rice is the staple in Myanmar = Kawlram i an cinmi lakah a biapi bik cu facang a si.
14589	staple (adj.)	lungthu hreng a simi; e.g. Staple food = Lungthu hreng rawl.
14590	staple (v.)	ca hrenhnak thim in hrenh.
14591	star (n.)	arfi
14592	star-spangled - (adj.) arfi, benh tungmi; e.g. Star Spangled Banner = U.S.A. alan.
14593	starboard (n.)	tilawng orhlei kam
14594	starch (n.)	rawl chung i a bangmi a ummi
14595	starchy (adj.)	a chung i a bangmi a ummi rawl.
14596	stare (v.)	mit fak piin i au i zoh peng
14597	starfish (n.)	rili chung i a ummi thilnung phun khat , arfi he aa lomi (nga a si)
14598	stark (adv.)	1. thomtur in um; e.g. The dog lay stark in death = Ui thi cu thomtur in a ril ko. 2. lawngte; e.g. That fool is talking stark nonsense = Khi mihrut khi pakpalawng lawngte a chim. 3. a dih umnak in , fangkarao in; e.g. The boys went swimming stark naked = Ngakchiapa hna cu an fangkarao in ti an i leuh.
14599	starlight (n.)	arfi ceu , fikceu
14600	starlike (adj.)	arfi bantuk , arfi bantukin i ceumi
14601	starling (n.)	vate phun khat.
14602	starlit (adj.)	arfi nih a ceuhmi zan.
14603	starry (adj.)	arfi tampi a langh zan; e.g. Starry night = Arfi tampi a langh zan.
14604	Stars and Stripes (n., prop.)	USA alan.
14605	start (v.)	1. thok, thawk. 2. thawh; e.g. The bus started punctually = Baska cu hmaan tein aa thawh. 3. kau; e.g. I started a fire = Mei ka kau. 4. mawtawka nunter.
14606	start (n.)	1. thawknak; e.g. He made a good start = A thawknak a ttha.
14607	starter (n.)	thawktu ; mawttawka nuntertu
14608	startle (v.)	hlauh, paoh (i hngilh i hlauh khi si loin thinphan i lau khi a si).
14609	starvation (n.)	rawl loin umnak; e.g. Starvation caused his death = Rawl lo nih a thah.
14610	starve (v.)	rawl ei loin um; e.g. The cruel man half starves his horse = Mi ttha lo pa nih a rang cu rawl ei lo huaha in thi dengmang in a chiah.
14611	starveling (n.)	rawl ei awk um lo ruang i a zawmi.
14612	state (n.)	1. umtuning; e.g. He is in a poor state of health = Ngandam lo ngaiin a um. 2. cozah pakhat ukmi ram chung i peng pakhat. 3. upatnak, sunloihnak; e.g. His body was lying in state = A ruang cu sunglawi ngaiin an chiah. 4. State Department = USA cozah ah ram dang cozah he i pehtlaihnak Department; Secretary of State = Ramdang Vuanzi.
14613	state (v.)	chim, ttial; e.g. State your opinion in writing = Na ruahnak kha ca in ttial.
14614	stated (adj.)	chim ciami, khiah ciami.
14615	stateliness (n.)	upat awk tlak sinak, sunhloih awk tlak sinak, rumra.
14616	stately (adj.)	rumra ngei ngaingaimi
14617	statement (n.)	chimmi , cattial in chimmi
14618	stateroom (n.)	tilawng chung i paraivet khan
14619	statesman (n.)	uknak lei i a fim i upat awk le hmaizah awk tlak a simi
14620	statesmanlike (adj.)	mifim bantuk a simi; e.g. His statesmanlike character was known to his friends = A ziaza mifim le upat awk tlakmi ziaza a simi kha hawikom nih an hngalh dih.
14621	statesmanship (n.)	zapi uknak le zapi ca khuakhannak i fimnak
14622	static (adj.)	aa thleng lomi , a dir hmun i a dirmi; e.g. Civilization does not remain static = Fimthiamnak cu a dirhmun ah thleng loin a dir peng lo.
14623	station (n.)	1. dirnak hmun. 2. rianttuannak i hmanmi hmun. 3. lawng dinhnak hmun; e.g. Railway station = Tlanglawng dinhnak.
14624	stationary (adj.)	aa thawn kho lomi; e.g. A house is a stationary thing = Inn cu aa thawn kho lomi thil a si.
14625	stationer (n.)	cattialnak thilri a zuartu
14626	stationery (n.)	cattialnak thilri , caku , cahang , cafung , khedan tehna
14627	statistical (adj.)	zeizatdah a si ti relnak; e.g. The statistical figure of the Hakha town population is 20,000 = Hakha khua chung minung zeizat dah an si ti relmi cu thong kul a si.
14628	statistician (n.)	zeizat dah a si ti tuaknak i a thiammipa
14629	statistics (n.)	zeizatdah an si ti tuak thiamnak cawnnak
14630	statuary (n., adj.)	milem.
14631	statue (n.)	milem.
14632	statuesque (adj.)	1. dawhnak lei le rumra lei in milem he aa lomi. 2. cawlcangh lonak lei i milem a lomi.
14633	statuette (n.)	milem hmete
14634	stature (n.)	tung; e.g. A man of six feet is above average stature = Pa pe ruk a tung a simi hi zapi nak sang deuh a si.
14635	status (n.)	umtuning , sining
14636	status quo (n.)	thil umtuning a si tawnning
14637	statute (n.)	nawlbia , upadi
14638	statutory (adj.)	upadi he aa pehtlaimi
14639	staunch (v.)	stanch ti zongin ttial a si, thi a chuakmi phih.
14640	staunch (adj.)	a hakmi a fekmi a tthawngmi.
14641	stave (n.)	fung /thiangthunh
14642	stave (v.)	1. kham; e.g. The campers ate bird's eggs to stave off hunger = Rawltam khamnak ah ramriak pawl nih vate ti an ei. 2. pemh, awng pemh.
14643	stay (v.)	1. um; e.g. She stays at home = Inn ah a um. 2. pawtam dawn; e.g. He ate some bread to stay his hunger till dinner = Zanriah ei tiang a pawtam dawn ah changreu tlawmpal a ei. 3. tlaiter, rauhter; e.g. The judge stayed judgement until he could hear both sides = An kap hnih in an bia a theih hlantiang biakhiap kha thawn/a tlaiter.
14644	stay (n.)	1. umnak. 2. biaceihnak zung nih an khiahmi tuah rih lo i thawnnak. 3. hri, thirhri. 4. cawmtu; e.g. The oldest son was the family's stay = An fapa upa bik cu an innchungkhar cawmtu a si.
14645	stead (n.)	hmun, can; e.g. In his stead = Amah hmun ah, amah can ah.
14646	steadfast (adj.)	a fekmi
14647	steadily (adv.)	duhsahte ttung fel ngai ttung in.
14648	steadiness (n.)	duhsah si ttung fel ngaiin tuahnak.
14649	steady (adj.)	1. fek tein bunhmi; e.g. This post is steady = Hi tung cu a fek (aa hnin lo). 2. duhsah tein i thawn, thancho. 3. zumh awk tlakmi, bochan awk tlakmi.
14650	steady (v.)	1. fek tein tlaih cawl lo dingin tlaih; e.g. Steady the laddar = Arhlei kha fek tein tlai. 2. duhsah nawn tein thli a hran; e.g. The wind steadied = Thli duhsah nawn tein a hrang.
14651	steak (n.)	cawsa
14652	steal (v.)	1. fir. 2. a thli tein chuah ziar.
14653	stealth (n.)	a thli tein thil tuahnak.
14654	stealthily (adv.)	a thli tein.
