ID	DOCULECT	CONCEPT	IPA	TOKENS	NOTE	BORROWING	CHINESE	COGID	HANZI
30401	Limbu	right	cukwa	c u k w a				2310	
30402	Khaling	the river	jôː	j ôː				2336	
30403	Khaling	the rope	ribʌ	r i b ʌ				2357	
30404	Limbu	the rope	thakpa	th a k p a		Tibetan[thag.pa]		2358	
30405	Khaling	the salt	rʌ̄m	r ʌ̄ m				2383	
30406	Limbu	the salt	jum	j u m				2383	
30407	Khaling	to scratch	phrɛpt	ph r ɛ p t				2407	
30408	Limbu	to scratch	uːk 	uː k				2400	
30409	Khaling	to shoot (an arrow)	ʔap	ʔ a p				2440	
30410	Limbu	to shoot (an arrow)	ap	a p				2440	
30411	Khaling	short	mʌsoŋpɛ	m ʌ s o ŋ p ɛ				2461	
30412	Limbu	short	taŋs 	t a ŋ s				2460	
30413	Khaling	the shoulder	bhâːtʌ	bh âː t ʌ				2473	
30414	Limbu	the shoulder	phɔktaŋ	ph ɔ k t a ŋ	might be linked with TUJIA and BAI			2473	
30415	Khaling	to sing	lêl mʉ	l ê l - m ʉ				2495	
30416	Limbu	to sing	lor	l o r				2496	
30417	Khaling	the sky	dhâm	dh â m				2508	
30418	Limbu	the sky	taŋsaŋba	t a ŋ s a ŋ b a				2508	
30419	Khaling	to smell (perceive odor) [transitive]	nom	n o m				2533	
30420	Limbu	to smell (perceive odor) [transitive]	nams	n a m s				2533	
30421	Khaling	smooth	leŋleŋjʌ	l e ŋ l e ŋ j ʌ				2541	
30422	Limbu	smooth	wareŋleŋ	w a r e ŋ l e ŋ				2541	
30423	Khaling	the snake	bhêj	bh ê j				2555	
30424	Limbu	the snake	ɔsek	ɔ s e k				2556	
30425	Khaling	the snow	nōŋ	n ō ŋ				2561	
30426	Limbu	the snow	naŋ	n a ŋ				2561	
30427	Khaling	the spider	prōːʦi	p r ōː ʦ i				2576	
30428	Limbu	the spider	khamdakpa	k h a m d a k p a				2575	
30429	Khaling	to spit	ʔol	ʔ o l				2595	
30430	Limbu	to spit	ɔs 	ɔ s				2594	
30431	Limbu	to stand	jɛps	j ɛ p s				2597	
30432	Khaling	to steal	khe	kh e				2611	
30433	Limbu	to steal	khuːtt	kh uː t t				2611	
30434	Khaling	the stick	rʌpʦu	r ʌ p ʦ u				2625	
30435	Limbu	the stick	tɔkkat	t ɔ k k a t				2624	
30436	Khaling	straight	dhoɔjpɛ	dh oɔ j p ɛ				2653	
30437	Limbu	straight	kudopma	k u d o p m a				2652	
30438	Khaling	to lick	lak	l a k				2654	
30439	Limbu	to lick	lak	l a k				2654	
30440	Khaling	ten	tʌdʌm	t ʌ d ʌ m				2681	
30441	Khaling	there	jʌkkʌ	j ʌ k k ʌ				2710	
30442	Limbu	there	na	n a				2709	
30443	Khaling	thick	tejpɛ	t e j p ɛ				2719	
30444	Limbu	thick	thuŋs	th u ŋ s				2714	
30445	Khaling	thin (object)	ʦhɛbɛ	ʦh ɛ b ɛ				2734	
30446	Khaling	to think (reflect)	mim-si	m i m - s i				2747	
30447	Limbu	to think (reflect)	itt	i t t				2745	
30449	Limbu	three	sumsi	s u m s i				2762	
30450	Khaling	three	sukpu	s u k p u				2762	
30451	Limbu	to throw	ap_phus	a p _ ph u s				2763	
30452	Khaling	to throw	ghrokt	gh r o k t				2773	
30453	Limbu	the thunder	huːkt	h uː k t				2785	
30454	Khaling	the thunder	bhʉlʉ	bh ʉ l ʉ				2786	
30455	Khaling	to vomit	mo	m o				2822	
30456	Limbu	to vomit	pɛs	p ɛ s				2820	
30457	Limbu	wet	wabˈritma	w a b r i t m a				2875	
30458	Khaling	wet	dzhit	dzh i t				2874	
30459	Khaling	where	khɛbi	kh ɛ b i				2901	
30460	Limbu	where	atti 	a t t i				2895	
30461	Limbu	the wife	himdaŋma	h i m d a ŋ m a				2940	
30462	Khaling	the wife	mesbɛ	m e s b ɛ				2941	
30463	Limbu	the wind	surit	s u r i t				2947	
30464	Khaling	the wind	dzhūŋ	dzh ū ŋ				2946	
30465	Limbu	the wing	lap	l a p				2953	
30466	Khaling	the wing	lepti	l e p t i				2953	
30467	Khaling	the wood (material)	sʌ̄ŋ	s ʌ̄ ŋ				2974	
30468	Limbu	the wood (material)	siŋ	s i ŋ				2974	
30471	Limbu	the year	tɔŋ	t ɔ ŋ				2996	
30472	Khaling	the year	tho	th o				2996	
30473	Khaling	you [second person plural]	ʔīn	ʔ ī n				3012	
30474	Limbu	you [second person plural]	khɛnɛ	kh ɛ n ɛ				3012	
30475	Khaling	the rainbow	roktolom	r o k t o l o m				3019	
30476	Limbu	the hail	phɔːn	ph ɔː n				3028	
30477	Khaling	the hail	las	l a s				3029	
30478	Khaling	the dew	risku	r i s k u				3056	
30479	Limbu	the dew	hiːkwa	h iː k w a				3057	
30480	Khaling	the mud	ɦilo	ɦ i l o		Nepali		3072	
30481	Limbu	the mud	lɛkwa	l ɛ k w a				3071	
30482	Khaling	to learn	tsent-si	t s e n t- s i				3080	
30483	Limbu	to learn	huˀr	h uˀ r				3081	
30484	Khaling	the thigh	phile	p h i l e				3091	
30485	Khaling	the lung	sʌphroɔp	s ʌ ph r oɔ p				3094	
30486	Khaling	the child (young human)	ʦɵʦʦɵ	ʦ ɵ ʦ ʦ ɵ				3104	
30487	Limbu	the child (young human)	hindza	h i n dz a				3104	
30488	Japhug	the child (young human)	tɤ-rɟit	t ɤ - r ɟ i t				3112	
30489	Khaling	the sea	dhiridhi	dh i r i dh i				3124	
30490	Khaling	the son	ʦɵ	ʦ ɵ				3125	
30491	Limbu	the son	sa	s a				3125	
30492	Khaling	the hoof	sendʉ	s e n d ʉ				3148	
30493	Limbu	the horse	ɔn	ɔ n				3155	
30494	Khaling	the pig	pôː	p ôː				3156	
30495	Limbu	the pig	phak	ph a k				3156	
30496	Khaling	the fox	retsele	r e ts e l e				3175	
30497	Khaling	the frog	lâː	l âː				3188	
30498	Limbu	the frog	waruːk	w a r uː k				3185	
30499	Limbu	the flea	siptɔk	s i p t ɔ k				3194	
30500	Khaling	the flea	ʦʌkʌpɛ	ʦ ʌ k ʌ p ɛ				3198	
30501	Limbu	the earthworm	tɔnadzek	t ɔ n a dz e k				3204	
30502	Khaling	the earthworm	wasphula	w a s ph u l a				3205	
30503	Khaling	the ant	khelem	kh e l e m				3219	
30504	Limbu	the bamboo	pha	ph a				3229	
30505	Khaling	the bamboo	tēr	t ē r				3230	
30506	Khaling	the wheat	dhōːʦer	dh ōː ʦ e r				3244	
30507	Limbu	the wheat	masi	m a s i				3243	
30508	Limbu	the barley (tibetan or highland)	hɔksi	h ɔ k s i				3254	
30510	Khaling	the rice plant	bheŋsi	bh e ŋ s i				3259	
30511	Japhug	the rice plant	mbrɤz	mb r ɤ z		tib[ɴbras]		3255	
30512	Japhug	the lip (the lips)	tɯ-mtɕhi	t ɯ   m tɕh i		tib[mtɕʰu]		3265	
30513	Khaling	the lip (the lips)	koɔ̄mtʌtoɔr	k oɔ̄ m t ʌ t oɔ r				3276	
30514	Limbu	the lip (the lips)	murase	m u r a s e				3277	
30515	Khaling	the armpit	lâm	l â m				3289	
30516	Limbu	the armpit	laptaŋba	l a p t a ŋ b a				3289	
30517	Khaling	the sickle	bêːlʌ	b êː l ʌ				3291	
30518	Limbu	the sickle	wabhet	w a bh e t				3301	
30519	Khaling	early	ʔʌʣōː	ʔ ʌ ʣ ōː				3314	
30520	Japhug	middle	ɯ-χcɤl	ɯ- χ c ɤ l		tib[dkʲil]		3315	
30521	Khaling	middle	ʔulʉppʰi	ʔ u l ʉ p pʰ i				3323	
30522	Limbu	middle	kurum	k u r u m				3324	
30523	Khaling	outside	pakhʌ	p a kh ʌ				3336	
30524	Khaling	today	ʔʌnɵ̂l	ʔ ʌ n ɵ̂ l				3360	
30525	Limbu	today	ain	ai n				3350	
30526	Limbu	yesterday	asɛn	a s ɛ n				3371	
30527	Khaling	yesterday	ʔʌmiski	ʔ ʌ m i s k i				3363	
30528	Limbu	tomorrow	taːndik	t aː n d i k				3379	
30529	Khaling	tomorrow	disɛ̂ː	d i s ɛ̂ː				3380	
30530	Japhug	noon	sŋɯχcɤl	s ŋ ɯ χ c ɤ l		tib[dkʲil]		3389	
30531	Limbu	noon	lɛn	l ɛ n				3387	
30532	Limbu	late	sus	s u s				3427	
30533	Khaling	late	tsʰʉpɛ	tsʰ ʉ p ɛ				3427	
30534	Limbu	horizontal	pɛrɛm	p ɛ r ɛ m				3440	
30535	Khaling	horizontal	ʔubhɛ́bɛl	ʔ u bh ɛ́ b ɛ l				3441	
30536	Japhug	dark	qanɯ	q a n ɯ				3447	
30537	Limbu	dark	mak	m a k				3454	
30538	Khaling	dark	dumʌ ghrim	d u m ʌ  gh r i m				3455	
30539	Khaling	light (of weight)	goɔmgoɔm	g oɔ m g oɔ m				3463	
30540	Limbu	light (of weight)	jaŋjaŋba	j a ŋ j a ŋ b a				3456	
30541	Khaling	salty	rʌmrʌmmîm	r ʌ m r ʌ m m î m				3783	
30544	Naxi	the stone (a piece of)	lv̩³³	l v̩ ³³				3745	
30555	Pumi_Lanping	to sow (broadcast, scatter seeds)	xə¹³zdi¹³	x ə ¹³ z ◦ d i ¹³				3877	
30557	Tibetan_Written	thin (object)	srab po	s r a b _ p o				0	
30559	Naxi	to sow (broadcast, scatter seeds)	phv̩⁵⁵	ph v̩ ⁵⁵				3881	
30561	Lisu	thin (object)	bɑ³¹	b ɑ ³¹				0	
30563	Tibetan_Written	the stone (a piece of)	rdo	r d o				2631	
30565	Tibetan_Written	the shit	skjag pa	s k j a g _ p a				3890	
30571	Tujia	thin (object)	sa²¹sie³⁵	s a ²¹ ◦ s i e ³⁵				0	
30575	Tujia	the shit	sie²¹	s i e ²¹				3889	
30578	Pumi_Lanping	the shit	xqa⁵⁵	x q a ⁵⁵				3891	
30580	Daofu	the shit	ʂcçɑ xpɑ	ʂ c ç ɑ _ x p ɑ				3895	
30589	Naxi	the shit	tɕhɚ³³	tɕh ɚ ³³				3893	
30593	Dulong	the stone (a piece of)	luŋ⁵⁵	l u ŋ ⁵⁵				3739	
30599	Darang_Taraon	to sow (broadcast, scatter seeds)	xɑ³¹ diɑu⁵³	x ɑ ³¹ _ d i ɑ u ⁵³				3886	
30600	Daofu	to sow (broadcast, scatter seeds)	sphro	s ph r o				3887	
30605	Tujia	the stone (a piece of)	ɣa²¹pa²¹	ɣ a ²¹ ◦ p a ²¹				3741	
30607	Bokar	thin (object)	be |tɕor	b e _ |tɕ o r				0	
30608	Jingpho	thin (object)	pha³¹	ph a ³¹				0	
30612	Dulong	to sow (broadcast, scatter seeds)	pɹɯp⁵⁵	p ɹ ɯ p ⁵⁵				3885	
30616	Bokar	the stone (a piece of)	ɯ lɯŋ	ɯ _ l ɯ ŋ				3739	
30618	Lisu	the stone (a piece of)	lo̱³³tshi³⁵	l o̱ ³³ ◦ tsh i ³⁵				3745	
30626	Bai_Jianchuan	thin (object)	po̱²¹	p o̱ ²¹				0	
30630	Lisu	the shit	khi³¹	kh i ³¹				3892	
30636	Dulong	thin (object)	bɑ⁵³	b ɑ ⁵³				0	
30638	Bai_Jianchuan	the stone (a piece of)	tso̱²¹khue⁵⁵	ts o̱ ²¹ ◦ kh u e ⁵⁵				3742	
30639	Dulong	the shit	ni⁵⁵	n i ⁵⁵				3894	
30640	Tibetan_Written	to sow (broadcast, scatter seeds)	(son) ɦdebs	s o n  _ ɦ d e bs				3876	
30647	Jingpho	to sow (broadcast, scatter seeds)	kat³¹	k a t ³¹				3883	
30652	Bokar	to sow (broadcast, scatter seeds)	tor	t o r				3880	
30654	Darang_Taraon	thin (object)	bɑ⁵⁵ɑ⁵⁵	b ɑ ⁵⁵ ɑ ⁵⁵				0	
30655	Bokar	the shit	eː	eː				3896	
30661	Jingpho	the stone (a piece of)	n³¹luŋ³¹	n ³¹ ◦ l u ŋ ³¹				3739	
30662	Jingpho	the shit	khji⁵⁵	kh j i ⁵⁵				3892	
30668	Bai_Jianchuan	the shit	sa³³	s a ³³				3888	
30675	Lisu	to sow (broadcast, scatter seeds)	ʃi⁵⁵	ʃ i ⁵⁵				3882	
30677	Bai_Jianchuan	to sow (broadcast, scatter seeds)	sɑ̱³³	s ɑ̱ ³³				3879	
30678	Darang_Taraon	the stone (a piece of)	phlɑŋ³⁵	ph l ɑ ŋ ³⁵				3744	
30692	Tujia	to sow (broadcast, scatter seeds)	ji³⁵	j i ³⁵				3875	
30694	Pumi_Lanping	thin (object)	by⁵⁵	b y ⁵⁵				0	
30706	Naxi	thin (object)	be³³	b e ³³				0	
30710	Pumi_Lanping	the stone (a piece of)	zgø¹³	z g ø ¹³				3740	
30712	Daofu	the stone (a piece of)	rgə ma	r g ə _ m a				3743	
30713	Darang_Taraon	the shit	klɑi⁵³	k l ɑ i ⁵³				3892	
30716	Daofu	thin (object)	bə be	b ə _ b e				0	
30717	Daofu	thin (object)	gɛ bə	g ɛ _ b ə				0	
30718	Khaling	hard	ʦekpɛ	ʦ e k p ɛ				3484	
30719	Limbu	hard	sakt	s a k t				3484	
30720	Limbu	hot	jɛmt	j ɛ m t				3498	
30721	Khaling	hot	ɦʌçpɛ	ɦ ʌ ç p ɛ				3497	
30722	Japhug	the daughter	tɯ-me	t ɯ- m e				3511	
30723	Khaling	the daughter	ʦɵ	ʦ ɵ				3519	
30724	Limbu	the daughter	sa	s a				3519	
30725	Khaling	to marry (a man marries a woman)	sʉ̂r rep-si	s ʉ̂ r  r e p - s i				3533	
30726	Khaling	to knead	phlom	ph l o m				3546	
30727	Limbu	to knead	sɔˀr	s ɔˀ r				3545	
30728	Khaling	to forget	ʦem-ɦo	ʦ e m - ɦ o				3555	
30729	Limbu	to forget	muts	m u t s				3554	
30730	Japhug	the body hair (hair or fur)	tɤ-rme	t ɤ - r m e				3557	
30731	Limbu	the body hair (hair or fur)	murik	m u r i k				3557	
30732	Khaling	the body hair (hair or fur)	soɔ̄m	s oɔ̄ m				3558	
30735	Khaling	the tiger	nɵ̂r	n ɵ̂ r				3571	
30736	Limbu	the tiger	keba	k e b a				3570	
30737	Khaling	soft	nɵlɛmîm	n ɵ l ɛ m î m				3587	
30738	Limbu	soft	cundzumba	c u n d z u m b a				3581	
30739	Japhug	morning	soz	s o z				3610	
30740	Khaling	morning	ʔudiʦʦhɛ	ʔ u d i ʦ ʦ h ɛ				3611	
30741	Limbu	morning	taːn	t aː n				3612	
30742	Khaling	the sheep	bhēnde	bh ē n d e		Nepali		3619	
30743	Khaling	the goat	ghrōːdʉ	gh r ōː d ʉ				3631	
30744	Limbu	the goat	mɛːnda	m ɛː n d a				3630	
30745	Khaling	the nit	serti	s e r t i				3639	
30746	Limbu	the nit	siˀdhiːmba	s iˀ d h iː m b a				3636	
30747	Japhug	knife	mbrɯtɕɯ	mb r ɯ tɕ ɯ				3645	
30748	Khaling	knife	kerdo	k e r d o				3657	
30749	Limbu	knife	cɛpsa	c ɛ p s a				3658	
30751	Japhug	the front (front side)	ɯ-ʁɤri	ɯ - ʁ ɤ r i				3662	
30754	Khaling	to burn [intransitive]	ɦut	ɦ u t				3680	
30755	Limbu	to burn [intransitive]	tik	t i k				3681	
30756	Old_Chinese	above	daŋʔ←s	d a ŋ ʔ ← s			上面	1184	上
30757	Old_Chinese	all	brom	b r o m			都	1186	凡
30758	Old_Chinese	all	gˤrəm	gˤ r ə m			都	3684	咸
30759	Old_Chinese	the ant	m→qʰajʔ	m → qʰ a j ʔ			蚂蚁	3754	蟻
30760	Old_Chinese	the ant	qʰˤoʔ	qʰˤ o ʔ	WT grog-ma, etc.		蚂蚁	3212	蚼
30761	Old_Chinese	the armpit	ɢᴀk	ɢ ᴀ k			腋窩	3286	腋
30762	Old_Chinese	bad	ʔˤak	ʔˤ a k	WT ag-po 'bad'		坏	339	惡
30763	Old_Chinese	the bamboo	truk	t r u k			竹子	3223	竹
30764	Old_Chinese	the barley (tibetan or highland)					大麦	0	
30765	Old_Chinese	to be alive	sreŋ	s r e ŋ			活着	1332	生
30766	Old_Chinese	the belly	puk	p u k			肚子	1334	腹
30767	Old_Chinese	below, under	gˤraʔ	gˤ r a ʔ	WT rga-ba		下面	130	下
30768	Old_Chinese	big	lˤat←s	lˤ a t ← s			大	336	大
30769	Old_Chinese	the bird	tˤiwʔ	tˤ i w ʔ			鸟	3694	鳥
30770	Old_Chinese	to bite	det←s	d e t ← s			咬	1194	噬
30771	Old_Chinese	black	tsrə	ts r ə			黑	3687	緇
30772	Old_Chinese	black	m̥ˤək	m̥ˤ ə k			黑	1232	黑
30773	Old_Chinese	the blood	m̥ˤik	m̥ˤ i k			血	1233	血
30774	Old_Chinese	to blow (of wind)	tʰor	tʰ o r			刮	1197	吹
30775	Old_Chinese	the body hair (hair or fur)	Cmˤaw	C mˤ a w	also on head		毛	3559	毛
30776	Old_Chinese	the bone	kˤut	kˤ u t			骨头	1236	骨
30777	Old_Chinese	the branch	ke	k e			树枝	3688	枝
30778	Old_Chinese	the breast (female)	noʔ	n o ʔ			乳房	1202	乳
30779	Old_Chinese	to burn [intransitive]	Cnan	C n a n			燃燒	3675	燃
30780	Old_Chinese	to buy	mˤrajʔ	mˤ r a j ʔ			买	1415	買
30781	Old_Chinese	to chew	dzewk←s	d z e w k ← s			嚼	1244	噍
30782	Old_Chinese	the child (young human)	ŋe	ŋ e			小孩子	3709	兒
30783	Old_Chinese	the cloud	ɢʷən	ɢʷ ə n			云	1247	雲
30784	Old_Chinese	cold (of temperature)	tsʰeŋ←s	tsʰ e ŋ ← s			冷	1250	凊
30785	Old_Chinese	cold (of temperature)	tsʰˤaŋ	tsʰˤ a ŋ			冷	3692	凔
30786	Old_Chinese	cold (of temperature)	Craŋ	C r a ŋ	WT grang-ba		冷	1441	涼
30787	Old_Chinese	cold (of temperature)	Cəgˤan	C ə gˤ a n			冷	3689	寒
30788	Old_Chinese	cold (of temperature)	rˤeŋʔ	rˤ e ŋ ʔ			冷	3691	冷
30789	Old_Chinese	to come	mərˤək	m ə rˤ ə k			来	1251	來
30790	Old_Chinese	correct (right)	teŋ←s	t e ŋ ← s			正好	3695	正
30791	Old_Chinese	correct (right)	treŋ	t r e ŋ			正好	3695	貞
30792	Old_Chinese	to count	s→roʔ	s → r o ʔ			數	125	數
30793	Old_Chinese	dark	qˤum←s	qˤ u m ← s			暗	3759	暗
30794	Old_Chinese	the daughter	nraʔ	n r a ʔ	also 'female' in general		女儿	3518	女
30795	Old_Chinese	the dew	prˤak←s	p rˤ a k ← s			結露	3708	露
30796	Old_Chinese	to die	sijʔ	s i j ʔ			死	1486	死
30797	Old_Chinese	to dig	got	g o t	perhaps also *[g]ut		挖	1212	掘
30798	Old_Chinese	to dig	gˤut	gˤ u t			挖	3696	搰
30799	Old_Chinese	dirty	qʷˤra	qʷˤ r a			脏	629	汙
30800	Old_Chinese	the dog	kʷʰˤenʔ	kʷʰˤ e n ʔ			狗	1511	犬
30801	Old_Chinese	the dream	Cməŋ←s	C m ə ŋ ← s			夢	1516	夢
30802	Old_Chinese	to drink	qumʔ	q u m ʔ			喝	1520	飲
30803	Old_Chinese	dry	kˤar	kˤ a r			干	1526	乾
30804	Old_Chinese	the dust	drən	d r ə n			塵土	1542	塵
30805	Old_Chinese	the ear	Cnəʔ	C n ə ʔ			耳朵	1556	耳
30806	Old_Chinese	early	ɴətsˤuʔ	ɴ ə tsˤ u ʔ			早	3305	早
30807	Old_Chinese	the earth (soil)	tʰˤaʔ	tʰˤ a ʔ			土地	1559	土
30808	Old_Chinese	the earthworm	ɢərʔ	ɢ ə r ʔ			蚯蚓	3713	螾
30809	Old_Chinese	to eat	mə→lək	m ə → l ə k			吃	1572	食
30810	Old_Chinese	the egg	krˤorʔ	k rˤ o r ʔ	polite, literary		（鸡）蛋	1581	卵
30811	Old_Chinese	the egg	tʰur	tʰ u r	vulgar, popular		（鸡）蛋	1578	?
30812	Old_Chinese	eight	pˤret	pˤ r e t			八	1588	八
30813	Old_Chinese	the eye	Cmuk	C m u k			眼睛	1591	目
30814	Old_Chinese	far	Cɢʷanʔ	C ɢʷ a n ʔ			远	1593	遠
30815	Old_Chinese	the father	ɴ→paʔ	ɴ → p a ʔ			爸爸	1608	父
30816	Old_Chinese	the feather	ɢʷaʔ	ɢʷ a ʔ			羽毛	1617	羽
30817	Old_Chinese	to fight	tˤok←s	tˤ o k ← s			打架	3698	鬥
30818	Old_Chinese	the fire	qʷʰˤəjʔ	qʷʰˤ ə j ʔ			火	1638	火
30819	Old_Chinese	firewood	sin	s i n			柴	3641	薪
30820	Old_Chinese	the fish	rŋa	r ŋ a			鱼	1646	魚
30821	Old_Chinese	five	Cŋˤaʔ	C ŋˤ a ʔ			五	1647	五
30822	Old_Chinese	the flea	tsˤuʔ	tsˤ u ʔ			跳蚤	3712	蚤
30823	Old_Chinese	to float	ɴ→ru	ɴ → r u			漂流	3700	游
30824	Old_Chinese	to float	mbu	m b u			漂流	1648	浮
30825	Old_Chinese	to float	pʰom←s	pʰ o m ← s			漂流	3699	泛
30826	Old_Chinese	to flow	ru	r u			流	1666	流
30827	Old_Chinese	the flower	ɴ→qʷʰˤra	ɴ → qʷʰˤ r a			花	1673	華
30828	Old_Chinese	to fly (move through air)	Cəpər	C ə p ə r			飞	1680	飛
30829	Old_Chinese	the fog	kəmok←s	k ə m o k ← s			雾	1687	霧
30830	Old_Chinese	the foot	kak	k a k			脚	1702	脚
30831	Old_Chinese	the foot	tsok	ts o k			脚	3723	足
30832	Old_Chinese	the forest	rəm	r ə m			森林	1710	林
30834	Old_Chinese	four	slij←s	s l i j ← s			四	1712	四
30835	Old_Chinese	the fox	gʷˤa	gʷˤ a			狐狸	3170	狐
30836	Old_Chinese	the frog	qʷˤre	qʷˤ r e			青蛙	3830	鼃
30837	Old_Chinese	the front (front side)					額頭	0	
30838	Old_Chinese	the frost	sraŋ	s r a ŋ			霜	3037	霜
30839	Old_Chinese	the fruit	məlit	m ə l i t			水果	1714	實
30840	Old_Chinese	full	leŋ	l e ŋ			满	3697	盈
30841	Old_Chinese	full	mˤonʔ	mˤ o n ʔ			满	1726	滿
30842	Old_Chinese	full	tʰuŋ	tʰ u ŋ			满	3701	充
30843	Old_Chinese	to give	pit←s	p i t ← s			给	1738	畀
30844	Old_Chinese	the goat	ɢaŋ	ɢ a ŋ			山羊	3629	羊
30845	Old_Chinese	good	genʔ	g e n ʔ			好	1763	善
30846	Old_Chinese	good	kˤre	kˤ r e			好	3766	佳
30847	Old_Chinese	good	raŋ	r a ŋ			好	3767	良
30848	Old_Chinese	good	tsˤaŋ	tsˤ a ŋ			好	3768	臧
30849	Old_Chinese	good	kˤraj	kˤ r a j			好	3769	嘉
30850	Old_Chinese	good	qʰˤuʔ	qʰˤ u ʔ			好	3770	好
30851	Old_Chinese	the grass	tsʰˤuʔ	tsʰˤ u ʔ			草	1765	草
30852	Old_Chinese	the grass	Cətsˤər←s	C ə tsˤ ə r ← s			草	3920	薦
30853	Old_Chinese	green	tsʰˤaŋ	tsʰˤ a ŋ	or deep blue		绿	1781	蒼
30854	Old_Chinese	green	pərok	p ə r o k	or light blue		绿	1775	綠
30855	Old_Chinese	the hail	Cbˤruk	C bˤ r u k			冰雹	3707	雹
30856	Old_Chinese	the hair (of the head)	pot	p o t			头发	1790	髮
30857	Old_Chinese	the hand	n̥uʔ	n̥ u ʔ			手	1803	手
30858	Old_Chinese	hard	kˤaŋ	kˤ a ŋ			硬	3474	剛
30859	Old_Chinese	hard	kˤiŋ	kˤ i ŋ			硬	3761	堅
30860	Old_Chinese	he or she [third person singular]					他	1819	
30861	Old_Chinese	the head	ŋor	ŋ o r			头	1822	元
30862	Old_Chinese	the head	l̥uʔ	l̥ u ʔ			头	3923	首
30863	Old_Chinese	to hear	mun	m u n			听见	1844	聞
30864	Old_Chinese	the heart	səm	s ə m			心脏	1847	心
30865	Old_Chinese	heavy	ɴ→troŋʔ	ɴ → t r o ŋ ʔ			重	1856	重
30866	Old_Chinese	here	tsʰeʔ	tsʰ e ʔ			这里	3926	此
30867	Old_Chinese	to hide (conceal)	ʔənʔ	ʔ ə n ʔ			躲藏	3725	隱
30868	Old_Chinese	to hide (conceal)	nrək	n r ə k			躲藏	3726	匿
30869	Old_Chinese	high / tall	ɴ→kaw	ɴ → k a w			高	3757	喬
30870	Old_Chinese	high / tall	Cəkˤaw	C ə kˤ a w			高	3410	高
30871	Old_Chinese	high / tall	tˤrawk	tˤ r a w k			高	3758	卓
30872	Old_Chinese	to hold	drə	d r ə			拿	1896	持
30873	Old_Chinese	to hold	tip	t i p			拿	3929	執
30874	Old_Chinese	the hoof	tˤek	tˤ e k	WT rje		蹄	3147	蹢=蹏
30875	Old_Chinese	horizontal	Cgʷˤraŋ	C gʷˤ r a ŋ			橫	3428	橫
30876	Old_Chinese	the horn (keratinized skin)	Ckˤrok	C kˤ r o k			角	1904	角
30877	Old_Chinese	the horse	mˤraʔ	mˤ r a ʔ	Loan < Qiangic		马	3149	馬
30878	Old_Chinese	hot	Cnat	C n a t			热	3487	熱
30879	Old_Chinese	the house	qˤok	qˤ o k			房子	1918	屋
30880	Old_Chinese	hundred	pˤrak	pˤ r a k			百	3718	百
30881	Old_Chinese	to hunt	lˤiŋ	lˤ i ŋ	WT lings		狩猎	1927	畋
30882	Old_Chinese	to hunt	rap	r a p			狩猎	3727	獵
30883	Old_Chinese	to hunt	stuʔ←s	s t u ʔ ← s			狩猎	3728	狩
30884	Old_Chinese	the husband	pa	p a			丈夫	1947	夫
30885	Old_Chinese	I [first person singular]	ŋˤa	ŋˤ a			我	1955	吾
30886	Old_Chinese	the ice	prəŋ	p r ə ŋ			冰	1956	冰
30887	Old_Chinese	inside	nˤup←s	nˤ u p ← s			里面	3837	內
30888	Old_Chinese	to kill	srat	s r a t			杀	1966	殺
30889	Old_Chinese	to knead					捏	0	
30890	Old_Chinese	the knee	s→tsik	s → ts i k			膝盖	1974	膝
30891	Old_Chinese	knife	Ctˤaw	C tˤ a w			刀子	th o ²¹ 	刀
30892	Old_Chinese	to know (something)	tre	t r e			知道	1984	知
30893	Old_Chinese	the lake	gˤa	gˤ a			湖	1992	湖
30894	Old_Chinese	late	morʔ	m o r ʔ			晚	3419	晚
30895	Old_Chinese	to laugh	s→law←s	s → l a w ← s			笑	2002	笑
30896	Old_Chinese	the leaf	lap	l a p			叶子	2011	葉
30897	Old_Chinese	to learn	m→kˤruk	m → kˤ r u k			學習	3079	學
30898	Old_Chinese	left	tsˤajʔ	tsˤ a j ʔ			左	2023	左
30899	Old_Chinese	to lick	Cəleʔ	C ə l e ʔ			添	3746	舐
30900	Old_Chinese	to lie down	ŋˤoj←s	ŋˤ o j ← s			躺	2031	臥
30901	Old_Chinese	light (of weight)	kʰeŋ	kʰ e ŋ			轻	3457	輕
30902	Old_Chinese	the lip (the lips)	sədur	s ə d u r			唇	3715	脣
30903	Old_Chinese	the liver	skˤar	s kˤ a r			肝	2039	肝
30904	Old_Chinese	long	Cə→ɴ→traŋ	C ə → ɴ → t r a ŋ			长	2044	長
30905	Old_Chinese	the louse	srik	s r i k			虱子	2053	蝨
30906	Old_Chinese	the lung	pʰot←s	pʰ o t ← s			肺	3094	肺
30907	Old_Chinese	the man (male human)	nˤəm	nˤ ə m			男人	2061	男
30908	Old_Chinese	many	tlˤaj	t lˤ a j			多	2078	多
30909	Old_Chinese	to marry (a man marries a woman)	tsʰoʔ←s	tsʰ o ʔ ← s			娶	3865	娶
30910	Old_Chinese	the meat	k→nuk←s	k → n u k 			肉	2085	肉
30911	Old_Chinese	middle	truŋ	t r u ŋ			当中	3755	中
30912	Old_Chinese	middle	ʔaŋ	ʔ a ŋ	Jing po ka ang		当中	3756	央
30913	Old_Chinese	the moon	ŋʷat	ŋʷ a t			月亮	2092	月
